API10,Continous Injected (bbl),Cyclic Injected (bbl),Days Well Injected,Days Well Produced,Field Name,Gas Produced (Mcf),Latitude,Lease Name,Longitude,Month,Oil Produced (bbl),Operator Name,Pool Code,Range,Section,Spud,Total Steam Injected (bbl),Township,Water Injected (bbl),Water Produced (bbl),Well,Well Type Inj,Well Type Prod
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1979-04-01,519.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33900.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1979-03-01,653.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,35030.0,81,,OG
0402900522,,,,28.0,Ant Hill,0.0,35.39703,,-118.862005,1979-02-01,480.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,28980.0,81,,OG
0402900522,,,,26.0,Ant Hill,0.0,35.39703,,-118.862005,1979-01-01,467.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,26780.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1978-12-01,690.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29812.0,81,,OG
0402900522,,,,24.0,Ant Hill,0.0,35.39703,,-118.862005,1978-11-01,737.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,24672.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1978-10-01,684.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27714.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1978-09-01,910.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,25410.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1978-08-01,1004.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29450.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1978-07-01,529.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,32023.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1978-06-01,903.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,30660.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1978-05-01,627.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27695.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1978-04-01,709.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,25650.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1978-03-01,1102.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,36022.0,81,,OG
0402900522,,,,27.0,Ant Hill,0.0,35.39703,,-118.862005,1978-02-01,1042.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,31374.0,81,,OG
0402900522,,,,22.0,Ant Hill,0.0,35.39703,,-118.862005,1978-01-01,1212.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,22880.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1977-12-01,809.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,28362.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1977-11-01,799.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29340.0,81,,OG
0402900522,,,,19.0,Ant Hill,0.0,35.39703,,-118.862005,1977-10-01,709.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,18848.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1977-09-01,892.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,29760.0,81,,OG
0402900522,,,,29.0,Ant Hill,0.0,35.39703,,-118.862005,1977-08-01,771.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,33930.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1977-07-01,134.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,21855.0,81,,OG
0402900522,,,,28.0,Ant Hill,0.0,35.39703,,-118.862005,1977-06-01,506.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,21756.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1977-05-01,1232.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,31744.0,81,,OG
0402900522,,,,30.0,Ant Hill,0.0,35.39703,,-118.862005,1977-04-01,1101.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,32280.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1977-03-01,1063.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,31620.0,81,,OG
0402900522,,,,28.0,Ant Hill,0.0,35.39703,,-118.862005,1977-02-01,691.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,27384.0,81,,OG
0402900522,,,,31.0,Ant Hill,0.0,35.39703,,-118.862005,1977-01-01,1192.0,California Resources Production Corporation,05,29E,21,1977-01-01,,29S,,30318.0,81,,OG
0402900896,,,,27.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-09-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,295.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-08-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,341.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-07-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,341.0,4715,,OG
0402900896,,,,30.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-06-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,330.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-05-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,341.0,4715,,OG
0402900896,,,,30.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-04-01,0.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,330.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-03-01,21.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,1085.0,4715,,OG
0402900896,,,,28.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-02-01,18.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,980.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2006-01-01,18.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,1085.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-12-01,37.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2635.0,4715,,OG
0402900896,,,,29.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-11-01,32.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2465.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-10-01,33.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2635.0,4715,,OG
0402900896,,,,29.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-09-01,11.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2407.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-08-01,40.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2697.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-07-01,36.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2635.0,4715,,OG
0402900896,,,,30.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-06-01,49.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,2790.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-05-01,162.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,32225.0,4715,,OG
0402900896,,,,1.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2005-04-01,6.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,1040.0,4715,,OG
0402900896,,,,12.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-12-01,90.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,12293.0,4715,,OG
0402900896,,,,29.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-11-01,276.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,30146.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-10-01,282.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,32225.0,4715,,OG
0402900896,,,,30.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-09-01,250.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,31185.0,4715,,OG
0402900896,,,,28.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-08-01,276.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,29106.0,4715,,OG
0402900896,,,,29.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-07-01,281.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,30145.0,4715,,OG
0402900896,,,,30.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-06-01,97.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,10209.0,4715,,OG
0402900896,,,,31.0,Ant Hill,0.0,35.400595,Southern Pacific,-118.85363,2000-05-01,144.0,California Resources Production Corporation,05,29E,15,1977-08-01,,29S,,19549.0,4715,,OG
